month_year,master_category,borough,total,usual_status,temporarily_closed,permanently_closed
09_2020,restaurants,Richmond upon Thames,268,0.9514925373134329,0.03731343283582089,0.011194029850746268
09_2020,restaurants,Southwark,575,0.9113043478260869,0.08,0.008695652173913044
09_2020,restaurants,Sutton,141,0.9858156028368794,0.014184397163120567,0
09_2020,restaurants,Tower Hamlets,559,0.9194991055456172,0.06976744186046512,0.01073345259391771
09_2020,restaurants,Waltham Forest,245,0.9755102040816327,0.024489795918367346,0
09_2020,restaurants,Wandsworth,448,0.9620535714285714,0.03125,0.006696428571428571
09_2020,restaurants,Westminster,1635,0.8440366972477065,0.14801223241590214,0.007951070336391437
09_2020,shopping,Barking and Dagenham,110,1,0,0
09_2020,shopping,Barnet,523,0.988527724665392,0.009560229445506692,0.0019120458891013384
09_2020,shopping,Bexley,202,0.995049504950495,0,0.0049504950495049506
09_2020,shopping,Brent,385,0.9922077922077922,0.0025974025974025974,0.005194805194805195
09_2020,shopping,Bromley,361,0.9806094182825484,0.008310249307479225,0.0110803324099723
09_2020,shopping,Camden,1048,0.9608778625954199,0.03816793893129771,9.541984732824427e-4
09_2020,shopping,Croydon,327,0.9877675840978594,0,0.012232415902140673
09_2020,shopping,Ealing,398,0.9874371859296482,0.01256281407035176,0
09_2020,shopping,Enfield,324,0.9814814814814815,0.012345679012345678,0.006172839506172839
09_2020,shopping,Greenwich,259,0.9845559845559846,0.007722007722007722,0.007722007722007722
09_2020,shopping,Hackney,467,0.9764453961456103,0.023554603854389723,0
09_2020,shopping,Hammersmith and Fulham,479,0.9749478079331941,0.020876826722338204,0.0041753653444676405
09_2020,shopping,Haringey,378,0.9947089947089947,0.0026455026455026454,0.0026455026455026454
09_2020,shopping,Harrow,231,0.987012987012987,0.008658008658008658,0.004329004329004329
09_2020,shopping,Havering,232,0.9870689655172413,0.004310344827586207,0.008620689655172414
09_2020,shopping,Hillingdon,254,0.9921259842519685,0.007874015748031496,0
09_2020,shopping,Hounslow,253,0.9881422924901185,0.011857707509881422,0
09_2020,shopping,Islington,519,0.9807321772639692,0.015414258188824663,0.0038535645472061657
09_2020,shopping,Kensington and Chelsea,799,0.9649561952440551,0.023779724655819776,0.011264080100125156
09_2020,shopping,Kingston upon Thames,225,0.9911111111111112,0.0044444444444444444,0.0044444444444444444
09_2020,shopping,Lambeth,399,0.9824561403508771,0.017543859649122806,0
09_2020,shopping,Lewisham,301,0.9833887043189369,0.009966777408637873,0.006644518272425249
09_2020,shopping,Merton,232,0.9827586206896551,0.008620689655172414,0.008620689655172414
09_2020,shopping,Newham,367,0.9918256130790191,0.008174386920980926,0
09_2020,shopping,Redbridge,223,0.9820627802690582,0.017937219730941704,0
09_2020,shopping,Richmond upon Thames,325,0.9815384615384616,0.012307692307692308,0.006153846153846154
09_2020,shopping,Southwark,430,0.9767441860465116,0.013953488372093023,0.009302325581395349
09_2020,shopping,Sutton,191,0.9790575916230366,0.015706806282722512,0.005235602094240838
09_2020,shopping,Tower Hamlets,553,0.972875226039783,0.018083182640144666,0.009041591320072333
09_2020,shopping,Waltham Forest,317,0.9873817034700315,0.00946372239747634,0.0031545741324921135
09_2020,shopping,Wandsworth,513,0.98635477582846,0.01364522417153996,0
09_2020,shopping,Westminster,1703,0.9536112742219612,0.042278332354668234,0.004110393423370522
10_2020,restaurants,Barking and Dagenham,106,1,0,0
10_2020,restaurants,Barnet,326,0.950920245398773,0.027607361963190184,0.02147239263803681
10_2020,restaurants,Bexley,186,0.967741935483871,0.016129032258064516,0.016129032258064516
10_2020,restaurants,Brent,260,0.9653846153846154,0.023076923076923078,0.011538461538461539
10_2020,restaurants,Bromley,252,0.9801587301587301,0.011904761904761904,0.007936507936507936
10_2020,restaurants,Camden,879,0.8998862343572241,0.07963594994311718,0.020477815699658702
10_2020,restaurants,Croydon,306,0.954248366013072,0.029411764705882353,0.016339869281045753
10_2020,restaurants,Ealing,285,0.9649122807017544,0.028070175438596492,0.007017543859649123
